flow_surveyId,flow_question_group,flow_question_label,flow_question_id,mis_id,mis_question_group,mis_question_label,mis_question_id
8520967,Raw Water Source,How many pumps are operational and on standby?,2630921,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Take photo of the risks,2630922,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Please provide details of the risks,2640921,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,What is the raw water source?,3680920,1749652214711,Raw Water Source,What is the raw water source?,1749652966061
8520967,Raw Water Source,How is the raw water transported to the plant?,3680923,1749652214711,Raw Water Source,How is the raw water transported to the plant?,1749693821961
8520967,Raw Water Source,Take Photo of source,4530920,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Please provide details of the risk,5670920,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Are there any risks associated with the raw water gravity system?,5680921,1749652214711,Raw Water Source,Are there any risks associated with the raw water gravity system?,1749694260130
8520967,Raw Water Source,Take photo of the risks,6620926,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Record line from Raw Water Source to the Treatment Plant,6620927,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,How many raw water pumps are there?,6640921,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Please provide details of the risks,7550922,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Are there any risks associated with the pumps?,7560922,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Are you able to physically visit the raw water source?,7570924,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Take Geolocation of the raw water source,8650921,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
